id_firm_rut,cat_year,amt_revenue_value,n_employees
12405524-5,2019,18403198.62,131
12405524-5,2020,13583495.82,137
12405524-5,2021,13649237.16,186
12405524-5,2022,20659432.01,97
12423074-8,2018,13435929.17,43
12423074-8,2019,19230089.08,142
12423074-8,2020,11507993.82,86
12423074-8,2021,17839470.69,166
12423074-8,2022,17725996.78,42
12423384-4,2018,9517767.31,180
12423384-4,2019,11618632.01,112
12423384-4,2020,13127959.28,122
12423384-4,2021,12579462.54,114
12423384-4,2022,11095558.35,71
12431633-2,2018,13338989,80
12431633-2,2019,18840212.93,48
12431633-2,2020,16154225.03,10
12431633-2,2021,17472897.65,43
12431633-2,2022,5909536.7,74
12438970-4,2018,13668188.12,139
12438970-4,2019,15166103.68,87
12438970-4,2020,10823980.87,92
12438970-4,2021,18440173.65,154
12438970-4,2022,17276428.63,93
12439390-6,2018,9211721.37,178
12439390-6,2019,9507576.24,104
12439390-6,2020,14923732.65,116
12439390-6,2021,14637584.74,18
12439390-6,2022,11621446.9,199
12441859-3,2018,9224605.74,184
12441859-3,2019,11721028.98,161
12441859-3,2020,16111358.96,185
12441859-3,2021,20094954.72,15
12441859-3,2022,22001808.26,194
12443546-3,2018,20769446.6,16
12443546-3,2019,16800327.12,94
12443546-3,2020,20237686.33,58
12443546-3,2021,19990192.19,96
12443546-3,2022,15560874.2,135
12445383-6,2018,9657790.03,173
12445383-6,2019,20972469.27,189
12445383-6,2020,14333326.74,135
12445383-6,2021,11322352.12,73
12445383-6,2022,13935723.86,86
12446851-5,2018,12662605.69,110
12446851-5,2019,23398510.02,139
12446851-5,2020,19305468.61,28
12446851-5,2021,14954134.93,130
12446851-5,2022,24457140.25,152
12457649-0,2018,23872810.9,34
12457649-0,2019,14242404.61,39
12457649-0,2020,24003255.13,24
12457649-0,2021,14203825.3,184
12457649-0,2022,17771536.43,96
12459690-4,2018,11628677.03,117
12459690-4,2019,11960308.13,122
12459690-4,2020,12781661.29,8
12459690-4,2021,21473104.96,1
12459690-4,2022,14142862.46,89
12466390-3,2018,13449094.2,102
12466390-3,2019,17329531.58,73
12466390-3,2020,11292621.71,98
12466390-3,2021,24172164.71,139
12466390-3,2022,16724339.9,157
12471571-7,2018,23615062.05,189
12471571-7,2019,16494694.69,200
12471571-7,2020,14806930.72,126
12471571-7,2021,14492521.23,86
12471571-7,2022,13303112.67,148
12471628-4,2018,15371736.18,124
12471628-4,2019,17006754.11,171
12471628-4,2020,18280143.67,155
12471628-4,2021,23847445.3,123
12471628-4,2022,9737281.23,194
12479773-K,2018,11564068.04,182
12479773-K,2019,14987512.53,5
12479773-K,2020,16914208.49,4
12479773-K,2021,15954329.46,77
12479773-K,2022,21663019,171
12488902-2,2018,16505113.84,151
12488902-2,2019,17658495.03,161
12488902-2,2020,11736180.07,1
12488902-2,2021,16457939.78,197
12488902-2,2022,18202345.92,76
12495446-0,2018,16551894.49,118
12495446-0,2019,11376847.15,103
12495446-0,2020,8452533.15,75
12495446-0,2021,6651269.21,36
12495446-0,2022,13503311.04,105
12499191-9,2018,20244487.78,35
12499191-9,2019,18059239.17,66
12499191-9,2020,9693279.75,121
12499191-9,2021,13247427.31,64
12499191-9,2022,7725532.62,1
12499919-7,2018,13568094.89,33
12499919-7,2019,11629498.87,123
12499919-7,2020,17844248.67,181
12499919-7,2021,11125232.14,127
12499919-7,2022,10162704.64,177
12500732-5,2018,17268841.15,117
12500732-5,2019,13788937.88,88
12500732-5,2020,17834264.85,132
12500732-5,2021,17519360.66,166
12500732-5,2022,13981777.68,101
12507617-3,2018,22461852.3,70
12507617-3,2019,23082084.44,95
12507617-3,2020,14097368.18,64
12507617-3,2021,19455792.16,11
12507617-3,2022,10707614.74,19
12517568-6,2018,17065563.97,126
12517568-6,2019,20140868.74,60
12517568-6,2020,13510523.1,53
12517568-6,2021,16777385.32,140
12517568-6,2022,18996864.19,157
12525671-6,2018,9837663.97,197
12525671-6,2019,13493119.96,125
12525671-6,2020,14995752.59,70
12525671-6,2021,13803770,25
12525671-6,2022,9273449.08,186
12526964-8,2018,15042814.75,29
12526964-8,2019,20608876.14,139
12526964-8,2020,13562447.41,114
12526964-8,2021,11120998.41,138
12526964-8,2022,10420237.91,20
12537772-6,2018,15705335.68,166
12537772-6,2019,20260295.48,198
12537772-6,2020,8601298.39,151
12537772-6,2021,14577124.02,4
12537772-6,2022,9721716.78,104
12539118-4,2018,12467946.81,65
12539118-4,2019,10153131.15,158
12539118-4,2020,11835702.15,36
12539118-4,2021,11127291.09,155
12539118-4,2022,19696043.26,30
12551694-7,2018,19215133.85,13
12551694-7,2019,16957574.29,23
12551694-7,2020,10467001.93,62
12551694-7,2021,19177704.32,155
12551694-7,2022,11580087.08,106
12556355-4,2018,13775952.23,142
12556355-4,2019,15463771.88,175
12556355-4,2020,5473071.08,180
12556355-4,2021,12943383.39,182
12556355-4,2022,16409470.49,193
12557118-2,2018,18019699.31,170
12557118-2,2019,14404688.68,195
12557118-2,2020,6157444.14,6
12557118-2,2021,10345336.38,73
12557118-2,2022,11091148.29,20
12557676-1,2018,21236777.04,84
12557676-1,2019,15938368.48,48
12557676-1,2020,12276570.13,71
12557676-1,2021,25473779.24,185
12557676-1,2022,20407789.17,128
12558288-5,2018,8012821.65,113
12558288-5,2019,10103437.69,93
12558288-5,2020,9038626.75,194
12558288-5,2021,18957589.24,10
12558288-5,2022,7354773.11,149
12564417-1,2018,10489184.08,76
12564417-1,2019,16654531.03,125
12564417-1,2020,9193271.88,151
12564417-1,2021,13773186.62,23
12564417-1,2022,17008575.58,144
12565303-0,2018,15199359.51,170
12565303-0,2019,11931990.75,65
12565303-0,2020,17430575.25,141
12565303-0,2021,18206853.81,127
12565303-0,2022,10791785.99,200
12587722-2,2018,11808730.64,66
12587722-2,2019,13117710.52,181
12587722-2,2020,23591953.65,135
12587722-2,2021,9427312.73,115
12587722-2,2022,13314446.49,187
12589356-2,2018,13441352.22,111
12589356-2,2019,8764115.5,135
12589356-2,2020,16249322.2,165
12589356-2,2021,18404637.62,48
12589356-2,2022,15554180.93,22
12598599-8,2018,10322295.57,127
12598599-8,2019,21353516.31,119
12598599-8,2020,11274425.05,56
12598599-8,2021,21232470.58,94
12598599-8,2022,14403015.09,152
12599569-1,2018,12246369.1,101
12599569-1,2019,12945527.4,111
12599569-1,2020,17077273.45,142
12599569-1,2021,13411389.62,197
12599569-1,2022,8067827.96,103
12609640-2,2018,17150497.97,171
12609640-2,2019,17699170.84,154
12609640-2,2020,17859237.08,67
12609640-2,2021,12471040.87,139
12609640-2,2022,15856609.95,28
12622637-3,2018,15034956.3,199
12622637-3,2019,4697105.22,193
12622637-3,2020,13113038.32,68
12622637-3,2021,22786606.95,101
12622637-3,2022,12872790.81,48
12639354-7,2018,11702436.46,104
12639354-7,2019,15628595.24,200
12639354-7,2020,16785964.58,154
12639354-7,2021,24642360.73,74
12639354-7,2022,16804609.72,95
12642805-7,2018,16274521.37,110
12642805-7,2019,13252750.21,171
12642805-7,2020,12130590.02,10
12642805-7,2021,20454966.28,64
12642805-7,2022,10466129.37,98
12645045-1,2018,12314290.5,131
12645045-1,2019,8422179.37,69
12645045-1,2020,16907736.5,82
12645045-1,2021,11988197.02,6
12645045-1,2022,13536580.79,188
12645710-3,2018,18722572.31,148
12645710-3,2019,13253512.39,63
12645710-3,2020,12492823.98,73
12645710-3,2021,16471919.99,58
12645710-3,2022,12158955.01,74
12648209-4,2018,20381954.11,39
12648209-4,2019,18817426.73,1
12648209-4,2020,20940837.43,171
12648209-4,2021,16534218.41,4
12648209-4,2022,17061729.2,87
12651206-6,2018,9140003.97,129
12651206-6,2019,16146708.47,146
12651206-6,2020,14117749.92,70
12651206-6,2021,9852011.1,155
12651206-6,2022,11636898.5,179
12672752-6,2018,16770478.13,65
12672752-6,2019,20004936.12,120
12672752-6,2020,15527438.71,88
12672752-6,2021,17139764.86,18
12672752-6,2022,17470923.46,5
12683450-0,2018,16427538.53,121
12683450-0,2019,13769983.48,181
12683450-0,2020,16194072.36,95
12683450-0,2021,20071578.02,179
12683450-0,2022,15833263.35,88
12691685-K,2018,16696786.35,121
12691685-K,2019,17863783.11,18
12691685-K,2020,4973459.84,105
12691685-K,2021,14115863.09,58
12691685-K,2022,9777083.33,107
12691897-6,2018,16849459.16,170
12691897-6,2019,14672041.73,192
12691897-6,2020,17169796.49,188
12691897-6,2021,13740293.81,23
12691897-6,2022,17522945.55,124
12694560-4,2018,15768472.23,157
12694560-4,2019,12858195.28,141
12694560-4,2020,10739136.74,109
12694560-4,2021,12547297.82,33
12694560-4,2022,22954578.24,56
12695077-2,2018,19204894.52,66
12695077-2,2019,19351674.18,92
12695077-2,2020,14227635.66,7
12695077-2,2021,14274672.76,143
12695077-2,2022,14014984.17,52
12698615-7,2018,20327139.38,96
12698615-7,2019,19534076.13,89
12698615-7,2020,14485826.14,189
12698615-7,2021,20735421.76,132
12698615-7,2022,12648818.4,108
12699108-8,2018,9710968.87,192
12699108-8,2019,15467611.29,157
12699108-8,2020,14792317.36,78
12699108-8,2021,11762572.56,84
12699108-8,2022,18495212.4,153
12700508-7,2018,17111222.69,100
12700508-7,2019,14334525.55,128
12700508-7,2020,15205696.93,38
12700508-7,2021,20804586.68,160
12700508-7,2022,16247563.55,16
12703950-K,2018,18756070.13,129
12703950-K,2019,13898002.91,168
12703950-K,2020,9428213.4,160
12703950-K,2021,13467303.11,20
12703950-K,2022,20157986.91,126
12705965-9,2018,19812772.38,143
12705965-9,2019,18639914.9,143
12705965-9,2020,13657675.15,85
12705965-9,2021,16331293.38,56
12705965-9,2022,13893752.24,106
12709471-3,2018,13454950.27,191
12709471-3,2019,11726967.15,12
12709471-3,2020,19193388.11,173
12709471-3,2021,9375969.38,147
12709471-3,2022,15292991.41,1
12709613-9,2018,15820218.3,193
12709613-9,2019,4578665.6,59
12709613-9,2020,18410012.73,10
12709613-9,2021,9162182.64,57
12709613-9,2022,19041517.99,55
12711322-K,2018,16601301.43,11
12711322-K,2019,9297584.59,29
12711322-K,2020,15801969.49,137
12711322-K,2021,16386976.1,144
12711322-K,2022,14309046.52,121
12728707-4,2018,16974137.96,68
12728707-4,2019,12363488.51,180
12728707-4,2020,13085854.26,71
12728707-4,2021,14673868.89,132
12728707-4,2022,13559129.54,81
12730134-4,2018,14966741.96,51
12730134-4,2019,15641532.84,160
12730134-4,2020,11975379.44,143
12730134-4,2021,15872818.45,27
12730134-4,2022,14210911.16,126
12732207-4,2018,8833989.47,185
12732207-4,2019,9100185.57,175
12732207-4,2020,12593680.45,193
12732207-4,2021,12161944.14,57
12732207-4,2022,16085423.43,16
12733671-7,2018,19221891.99,123
12733671-7,2019,14380764.3,126
12733671-7,2020,13142481.92,163
12733671-7,2021,11931204.73,75
12733671-7,2022,17839261.79,144
12735091-4,2018,15690444.76,27
12735091-4,2019,10901300.94,120
12735091-4,2020,16894335.01,182
12735091-4,2021,10120467.76,84
12735091-4,2022,8350417.49,131
12743109-4,2018,13816277.68,158
12743109-4,2019,15932399.5,45
12743109-4,2020,14647478.52,156
12743109-4,2021,12817912.32,96
12743109-4,2022,10670661.75,1
12744114-6,2018,9274135.71,200
12744114-6,2019,15393857.79,56
12744114-6,2020,22475224.13,125
12744114-6,2021,11601741.72,27
12744114-6,2022,18697649.27,118
12746765-K,2018,19407448.57,154
12746765-K,2019,14836300.75,96
12746765-K,2020,14144051.55,77
12746765-K,2021,13704652.91,24
12746765-K,2022,15061525.82,56
12750268-4,2018,14786616.75,168
12750268-4,2019,16563349.42,149
12750268-4,2020,12019387.68,41
12750268-4,2021,12098579.1,173
12750268-4,2022,11376805.47,12
12752540-4,2018,20185712.52,33
12752540-4,2019,7010658.92,126
12752540-4,2020,14073323.19,150
12752540-4,2021,11081512.46,4
12752540-4,2022,10076797.89,68
12752597-8,2018,19258149.28,59
12752597-8,2019,11097587.86,113
12752597-8,2020,15711914.01,193
12752597-8,2021,17152796.62,49
12752597-8,2022,10663696.43,87
12756345-4,2018,13680786.13,35
12756345-4,2019,20230669.98,74
12756345-4,2020,12799846.57,6
12756345-4,2021,20457317.03,168
12756345-4,2022,17954776.21,143
12760824-5,2018,12143557.89,111
12760824-5,2019,17629211.18,123
12760824-5,2020,21635526.99,33
12760824-5,2021,12402885.46,157
12760824-5,2022,13286918.45,134
12766776-4,2018,14184410.24,64
12766776-4,2019,11468339.14,111
12766776-4,2020,12689418.71,29
12766776-4,2021,9761484.78,8
12766776-4,2022,17154442.63,132
12768109-0,2018,13012935.65,13
12768109-0,2019,17092493.43,91
12768109-0,2020,15502571.64,126
12768109-0,2021,21699022.36,49
12768109-0,2022,14182302.25,89
12777697-0,2018,16795236.49,76
12777697-0,2019,17680881.17,69
12777697-0,2020,14414658.36,40
12777697-0,2021,13167848.74,49
12777697-0,2022,17282851.05,97
12801643-0,2018,10908580.55,97
12801643-0,2019,9886839.44,143
12801643-0,2020,22315765.32,36
12801643-0,2021,20439172.04,11
12801643-0,2022,14408349.05,137
12803433-1,2018,10493873.54,49
12803433-1,2019,16892292.09,70
12803433-1,2020,18421395.92,8
12803433-1,2021,14651983.56,94
12803433-1,2022,18017613.81,176
12804931-2,2018,16534531.88,178
12804931-2,2019,20712380.01,64
12804931-2,2020,10261286.43,22
12804931-2,2021,18929368.19,38
12804931-2,2022,21015503.01,176
12805019-1,2018,17848677.08,146
12805019-1,2019,22090616.89,10
12805019-1,2020,15464507.03,109
12805019-1,2021,16094210.29,150
12805019-1,2022,16830159.53,20
12806054-5,2018,15452594.41,30
12806054-5,2019,16347793.69,149
12806054-5,2020,20385358.09,44
12806054-5,2021,19999033.97,55
12806054-5,2022,16750998.75,147
12814059-K,2018,15088626.48,14
12814059-K,2019,12465509.51,168
12814059-K,2020,14950739.92,104
12814059-K,2021,10706049.38,65
12814059-K,2022,17384432.49,196
12820188-2,2018,17725298.28,38
12820188-2,2019,13433988.95,169
12820188-2,2020,16757774.21,184
12820188-2,2021,11077573,158
12820188-2,2022,9391126.95,137
12825052-2,2018,17040456.37,137
12825052-2,2019,7664153.07,132
12825052-2,2020,23975772.31,190
12825052-2,2021,11099310.16,182
12825052-2,2022,14490190.78,77
12829862-2,2018,5250301.52,73
12829862-2,2019,10778242.81,21
12829862-2,2020,14389298.57,112
12829862-2,2021,10342061.13,178
12829862-2,2022,22447413.6,78
12832106-3,2018,11313606.57,186
12832106-3,2019,10513410.11,31
12832106-3,2020,15035599.6,24
12832106-3,2021,13322091.72,83
12832106-3,2022,16943970.3,46
12838023-K,2018,17444387.04,13
12838023-K,2019,14869044.34,186
12838023-K,2020,18165755.7,196
12838023-K,2021,9727205.64,73
12838023-K,2022,18731890.38,7
12851522-4,2018,16584880.07,55
12851522-4,2019,14684376.89,176
12851522-4,2020,12968360.06,80
12851522-4,2021,20560963.92,63
12851522-4,2022,17894761.11,56
12882677-7,2018,17700247.19,121
12882677-7,2019,15883435.17,17
12882677-7,2020,15570843.4,63
12882677-7,2021,13461406.74,138
12882677-7,2022,15393778.66,200
12882998-9,2018,11188906.51,105
12882998-9,2019,17104255.27,28
12882998-9,2020,10541816.75,135
12882998-9,2021,19167114.56,5
12882998-9,2022,5787356.1,19
12884387-6,2018,17134935.27,135
12884387-6,2019,18724265.3,60
12884387-6,2020,16018866.89,8
12884387-6,2021,19638292.34,186
12884387-6,2022,10208876.44,158
12907078-1,2018,17588177.88,60
12907078-1,2019,12412659.96,139
12907078-1,2020,20290297.65,25
12907078-1,2021,16399230.3,63
12907078-1,2022,12253689.33,115
12911958-6,2018,14869707.56,105
12911958-6,2019,10165292.43,101
12911958-6,2020,18330817.73,111
12911958-6,2021,17979079.56,69
12911958-6,2022,20819717.6,23
12915352-0,2018,18577147.77,138
12915352-0,2019,14762702.78,163
12915352-0,2020,17281619.71,49
12915352-0,2021,22567143.37,164
12915352-0,2022,16241647.49,69
12917932-5,2018,15733101.31,106
12917932-5,2019,16238979.18,47
12917932-5,2020,20407698.54,9
12917932-5,2021,17985160.4,37
12917932-5,2022,14346680.85,39
12922975-6,2018,16408908.66,25
12922975-6,2019,20505396.51,10
12922975-6,2020,17501013.7,62
12922975-6,2021,9832479.24,12
12922975-6,2022,12689255,30
12946058-K,2018,16394654.88,197
12946058-K,2019,19009484.23,135
12946058-K,2020,15745116.05,197
12946058-K,2021,15619140.4,70
12946058-K,2022,14189501.29,86
12952290-9,2018,15211257.95,113
12952290-9,2019,18242808.82,189
12952290-9,2020,23369493.1,169
12952290-9,2021,13209539.73,50
12952290-9,2022,12503036.47,39
12952453-7,2018,18121787.51,180
12952453-7,2019,16693564.92,171
12952453-7,2020,11486555.35,86
12952453-7,2021,17819322.99,138
12952453-7,2022,13960390.29,155
12953750-7,2018,16820049.35,138
12953750-7,2019,15475540.78,185
12953750-7,2020,20154528.91,139
12953750-7,2021,15613566.51,169
12953750-7,2022,5547023.73,32
12962616-K,2018,15794633.13,42
12962616-K,2019,25023422.02,118
12962616-K,2020,18710624.68,72
12962616-K,2021,19662441.49,35
12962616-K,2022,15480559.9,27
12963430-8,2018,17723652.02,57
12963430-8,2019,13913542.04,123
12963430-8,2020,16223992.74,167
12963430-8,2021,14716467.17,115
12963430-8,2022,16226639.08,143
12963547-9,2018,11135745.32,36
12963547-9,2019,19027476.48,143
12963547-9,2020,15521336.31,141
12963547-9,2021,12881047.26,196
12963547-9,2022,14749412.87,89
12965062-1,2018,18290288.42,17
12965062-1,2019,19898529.84,121
12965062-1,2020,14051197.05,88
12965062-1,2021,12213587.96,110
12965062-1,2022,18846743.42,86
12971057-8,2018,8346026.5,93
12971057-8,2019,13824217.38,98
12971057-8,2020,18769439.52,109
12971057-8,2021,11959377.51,8
12971057-8,2022,14836123.68,110
12972286-K,2018,8481255.06,61
12972286-K,2019,15317872.98,116
12972286-K,2020,14413497.72,26
12972286-K,2021,19204598.43,131
12972286-K,2022,15257286.7,170
12974267-4,2018,13690251.3,22
12974267-4,2019,16621350.75,47
12974267-4,2020,4619779.2,26
12974267-4,2021,11615684.47,86
12974267-4,2022,13129270.28,6
12974984-9,2018,15811273.13,177
12974984-9,2019,19458187.05,181
12974984-9,2020,9785537.47,49
12974984-9,2021,10377256.47,187
12974984-9,2022,12783561.89,89
12975530-K,2018,6062193.28,179
12975530-K,2019,20391466.98,73
12975530-K,2020,14943301.72,121
12975530-K,2021,17712978.94,149
12975530-K,2022,18065073.89,63
12978135-1,2018,10185798.8,183
12978135-1,2019,15692906.91,4
12978135-1,2020,16719789.19,26
12978135-1,2021,18197954.17,26
12978135-1,2022,25198830.12,113
12980042-9,2018,9717954.82,79
12980042-9,2019,12952945.43,191
12980042-9,2020,16284527.32,200
12980042-9,2021,9442838.26,23
12980042-9,2022,20195832.8,64
12980692-3,2018,22179517.28,174
12980692-3,2019,19250333.49,140
12980692-3,2020,15480058.32,166
12980692-3,2021,14451316.69,119
12980692-3,2022,14668895.45,55
12990133-0,2018,12816460,91
12990133-0,2019,15060923.09,55
12990133-0,2020,13296700.21,11
12990133-0,2021,18475390.47,182
12990133-0,2022,18315475.77,190
12998884-3,2018,14265353.62,142
12998884-3,2019,11525086.47,47
12998884-3,2020,15772416.71,9
12998884-3,2021,13622639.05,192
12998884-3,2022,14906153.08,187
12999049-K,2018,18797204.11,129
12999049-K,2019,15549204.24,170
12999049-K,2020,13453528.01,24
12999049-K,2021,17387089.44,194
12999049-K,2022,13550018.59,189
12999886-5,2018,11234856.26,94
12999886-5,2019,7319956.25,97
12999886-5,2020,12025375.25,91
12999886-5,2021,18545247.85,23
12999886-5,2022,6518227.63,27
13001441-0,2018,17211955.01,159
13001441-0,2019,6275685.33,131
13001441-0,2020,5057295.6,155
13001441-0,2021,20107777.02,128
13001441-0,2022,15269850.97,107
13002351-7,2018,10942597.41,71
13002351-7,2019,11644030.81,6
13002351-7,2020,19762969.13,151
13002351-7,2021,19180082,177
13002351-7,2022,19711371.85,82
13002883-7,2018,14672669.01,11
13002883-7,2019,21711887.87,92
13002883-7,2020,9290378.85,50
13002883-7,2021,7051959.73,136
13002883-7,2022,11358755.13,184
13003968-5,2018,13189664.93,139
13003968-5,2019,11425178.2,134
13003968-5,2020,11124426.82,181
13003968-5,2021,13917694.44,77
13003968-5,2022,14338615.15,11
13004464-6,2018,16651677.41,81
13004464-6,2019,18612327.6,179
13004464-6,2020,13174523.75,192
13004464-6,2021,10267274.27,199
13004464-6,2022,12236610.36,172
13017504-K,2018,12659247.36,83
13017504-K,2019,10902996,48
13017504-K,2020,16100121.67,151
13017504-K,2021,10566474.3,36
13017504-K,2022,16635964.53,139
13019278-5,2018,21305310.53,77
13019278-5,2019,17079843.38,37
13019278-5,2020,28378810.07,37
13019278-5,2021,10449025.38,63
13019278-5,2022,9159404.4,58
13022437-7,2018,24538283.29,50
13022437-7,2019,12734602.45,129
13022437-7,2020,12493313.37,162
13022437-7,2021,9345464.82,61
13022437-7,2022,8562321.24,163
13043927-6,2018,21246628.37,56
13043927-6,2019,19500622,132
13043927-6,2020,10550831.19,69
13043927-6,2021,12333873.86,122
13043927-6,2022,18702546.2,123
13055993-K,2018,12212742.84,115
13055993-K,2019,13804156.78,9
13055993-K,2020,16701387.48,30
13055993-K,2021,16303280.96,78
13055993-K,2022,15315786.12,185
13059374-7,2018,15917204.07,33
13059374-7,2019,13180374.31,191
13059374-7,2020,18328026.24,129
13059374-7,2021,12384251.6,159
13059374-7,2022,15251350.45,65
13064289-6,2018,16003098.11,110
13064289-6,2019,15540829,73
13064289-6,2020,15184784.77,181
13064289-6,2021,13398682.5,34
13064289-6,2022,20358097.93,54
13065921-7,2018,16849645.75,65
13065921-7,2019,6933203.82,176
13065921-7,2020,16682161.37,44
13065921-7,2021,15902616.01,173
13065921-7,2022,19842597.06,79
13066709-0,2018,13228598.67,4
13066709-0,2019,15269113.66,23
13066709-0,2020,13693995.87,34
13066709-0,2021,20979020.3,103
13066709-0,2022,13942877.73,161
13090377-0,2018,10366467.1,140
13090377-0,2019,12230341.57,83
13090377-0,2020,14522886.84,197
13090377-0,2021,17101765.67,166
13090377-0,2022,13467860.94,163
13101112-1,2018,19884153.92,79
13101112-1,2019,13948124.1,26
13101112-1,2020,16058186.5,6
13101112-1,2021,15823323.53,145
13101112-1,2022,13835466.05,30
13102372-3,2018,22045263.6,125
13102372-3,2019,13023049.93,90
13102372-3,2020,14262049.07,98
13102372-3,2021,13325018.9,21
13102372-3,2022,19186497.96,99
13108315-7,2018,18687377.8,144
13108315-7,2019,13281391.04,139
13108315-7,2020,9866109.71,199
13108315-7,2021,18569126.47,29
13108315-7,2022,8847634.81,120
13112000-1,2018,11619064.03,41
13112000-1,2019,12654521.77,165
13112000-1,2020,19271023.31,22
13112000-1,2021,17799112.17,177
13112000-1,2022,13580728.59,84
13113251-4,2018,12573740.34,173
13113251-4,2019,14831688.87,16
13113251-4,2020,16620164.37,103
13113251-4,2021,8836086.3,3
13113251-4,2022,14989026.41,12
13114540-3,2018,17718353.66,66
13114540-3,2019,10440547.38,34
13114540-3,2020,18475129.06,65
13114540-3,2021,16944239.63,40
13114540-3,2022,19776627.8,138
13115233-7,2018,21269265.65,89
13115233-7,2019,13946251.1,163
13115233-7,2020,17631970.16,104
13115233-7,2021,12993216.31,120
13115233-7,2022,24086396.48,60
13123587-9,2018,14341056.93,127
13123587-9,2019,20282362.88,73
13123587-9,2020,13744885.42,125
13123587-9,2021,11817215.39,73
13123587-9,2022,13774819.41,74
13129084-5,2018,14560645.07,15
13129084-5,2019,14518034.61,120
13129084-5,2020,21111965.42,40
13129084-5,2021,21191429.93,144
13129084-5,2022,16852285.96,177
13130604-0,2018,22372323.5,175
13130604-0,2019,17603405.2,197
13130604-0,2020,20586175.24,56
13130604-0,2021,12520304.64,44
13130604-0,2022,13419025.56,46
13131543-0,2018,10566567.86,190
13131543-0,2019,13613689.04,195
13131543-0,2020,18037200,74
13131543-0,2021,16177898.53,5
13131543-0,2022,14649915.98,166
13136824-0,2018,14291043.33,129
13136824-0,2019,11983988.46,140
13136824-0,2020,12696100.39,48
13136824-0,2021,18038555.31,173
13136824-0,2022,12733712.26,106
13137595-6,2018,17155165.32,41
13137595-6,2019,14155706.03,67
13137595-6,2020,15765494.85,147
13137595-6,2021,7915046.97,13
13137595-6,2022,13069969.64,140
13138001-1,2018,11105436.18,26
13138001-1,2019,18714114.75,3
13138001-1,2020,16840882.34,191
13138001-1,2021,25183096.55,39
13138001-1,2022,15437590.35,152
13144160-6,2018,12434422.88,118
13144160-6,2019,14323043.99,195
13144160-6,2020,18012764.36,68
13144160-6,2021,17520747.72,174
13144160-6,2022,20314834.31,140
13145246-2,2018,14624777.43,3
13145246-2,2019,7648271.42,199
13145246-2,2020,19123138.34,53
13145246-2,2021,13853644.67,157
13145246-2,2022,10413636.32,126
13151302-K,2018,9979247.35,112
13151302-K,2019,14692620.15,26
13151302-K,2020,12591390.26,199
13151302-K,2021,19557949.6,133
13151302-K,2022,21123736.62,88
13168047-3,2018,18316752.87,125
13168047-3,2019,14206959.18,14
13168047-3,2020,12806063.71,52
13168047-3,2021,12817229.08,6
13168047-3,2022,21604682.72,33
13170755-K,2018,16011259.55,94
13170755-K,2019,17259699.72,119
13170755-K,2020,16542862.79,160
13170755-K,2021,15489661.7,59
13170755-K,2022,16061145.33,166
13171572-2,2018,14157813.49,164
13171572-2,2019,14467800.44,47
13171572-2,2020,16574076.85,119
13171572-2,2021,11925556.8,65
13171572-2,2022,9982105.86,145
13193237-5,2018,16125896.45,196
13193237-5,2019,15794468.29,3
13193237-5,2020,10556330.71,191
13193237-5,2021,16833430.96,143
13193237-5,2022,19338356.96,47
13199643-8,2018,15733157.85,140
13199643-8,2019,15652512.86,151
13199643-8,2020,17218516.51,72
13199643-8,2021,12602381.37,193
13199643-8,2022,8257237.93,30
13200222-3,2018,18575169.29,140
13200222-3,2019,10831234.99,28
13200222-3,2020,10473709.14,190
13200222-3,2021,17036707.09,173
13200222-3,2022,14476990.54,3
13200730-6,2018,13897023.91,29
13200730-6,2019,15134104.28,111
13200730-6,2020,16767058.37,12
13200730-6,2021,11951959.13,73
13200730-6,2022,14715914.37,149
13208156-5,2018,18005207.69,91
13208156-5,2019,9709719.71,134
13208156-5,2020,13419264.8,89
13208156-5,2021,13542807.81,128
13208156-5,2022,9006622.78,49
13221398-4,2018,11944402.92,4
13221398-4,2019,18099726.72,65
13221398-4,2020,20852179.24,73
13221398-4,2021,12138421.31,64
13221398-4,2022,18999891.93,99
13225502-4,2018,16448236.95,63
13225502-4,2019,19731243.52,110
13225502-4,2020,8430714.29,9
13225502-4,2021,12923795.39,100
13225502-4,2022,18395327.68,11
13226957-2,2018,9472483.99,115
13226957-2,2019,13980548.38,71
13226957-2,2020,17249829.67,148
13226957-2,2021,15929177.38,45
13226957-2,2022,18998189.7,182
13250007-K,2018,19211180.22,113
13250007-K,2019,5471706.25,187
13250007-K,2020,16031175.96,190
13250007-K,2021,21223570.38,70
13250007-K,2022,15135770.06,133
13257440-5,2018,18322238.57,178
13257440-5,2019,17647088.93,61
13257440-5,2020,17397449.99,26
13257440-5,2021,18799449.37,74
13257440-5,2022,17843485.29,87
13268798-6,2018,20178473.39,172
13268798-6,2019,13948714.81,172
13268798-6,2020,7355332.75,138
13268798-6,2021,9839703.06,85
13268798-6,2022,10244187.36,106
13271521-1,2018,14518060.32,180
13271521-1,2019,17679755.83,66
13271521-1,2020,9566095.77,75
13271521-1,2021,18078647.03,174
13271521-1,2022,9452245.89,45
13274743-1,2018,12272630.7,194
13274743-1,2019,14114932.98,122
13274743-1,2020,6611579.68,13
13274743-1,2021,10661172.54,129
13274743-1,2022,12667230.14,107
13288515-K,2018,13754379.84,68
13288515-K,2019,9406163.1,179
13288515-K,2020,13871215.85,198
13288515-K,2021,14253927.11,8
